Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | T: 512 | dt: 1514ms | tok/sec: 346,393 | mfu: 8.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854656 | lrm: 1.00 | T: 512 | dt: 287ms | tok/sec: 1,826,246 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442198 | lrm: 1.00 | T: 512 | dt: 287ms | tok/sec: 1,825,100 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971442 | lrm: 1.00 | T: 512 | dt: 362ms | tok/sec: 1,446,718 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578557 | lrm: 1.00 | T: 512 | dt: 295ms | tok/sec: 1,777,382 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248419 | lrm: 1.00 | T: 512 | dt: 302ms | tok/sec: 1,738,087 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.997318 | lrm: 1.00 | T: 512 | dt: 298ms | tok/sec: 1,761,378 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.785847 | lrm: 1.00 | T: 512 | dt: 303ms | tok/sec: 1,732,959 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.605350 | lrm: 1.00 | T: 512 | dt: 296ms | tok/sec: 1,774,142 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.452738 | lrm: 1.00 | T: 512 | dt: 291ms | tok/sec: 1,802,677 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.322219 | lrm: 1.00 | T: 512 | dt: 301ms | tok/sec: 1,744,669 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.212732 | lrm: 1.00 | T: 512 | dt: 294ms | tok/sec: 1,786,301 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.115216 | lrm: 1.00 | T: 512 | dt: 293ms | tok/sec: 1,786,628 | mfu: 43.2% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.028308 | lrm: 1.00 | T: 512 | dt: 298ms | tok/sec: 1,757,308 | mfu: 42.5% | epoch: 1 | remaining: 299s    
step 00427 (44.8%) | loss: 3.207424 | lrm: 1.00 | T: 512 | dt: 342ms | tok/sec: 1,533,645 | mfu: 37.1% | epoch: 1 | remaining: 165s    
step 00428 (44.9%) | loss: 3.203975 | lrm: 1.00 | T: 512 | dt: 305ms | tok/sec: 1,716,966 | mfu: 41.5% | epoch: 1 | remaining: 165s    
step 00429 (45.0%) | loss: 3.199361 | lrm: 1.00 | T: 512 | dt: 306ms | tok/sec: 1,712,213 | mfu: 41.4% | epoch: 1 | remaining: 165s    
step 00430 (45.1%) | loss: 3.200981 | lrm: 1.00 | T: 512 | dt: 380ms | tok/sec: 1,380,737 | mfu: 33.4% | epoch: 1 | remaining: 164s    
step 00431 (45.2%) | loss: 3.201311 | lrm: 1.00 | T: 512 | dt: 325ms | tok/sec: 1,615,132 | mfu: 39.0% | epoch: 1 | remaining: 164s    
step 00432 (45.3%) | loss: 3.199046 | lrm: 1.00 | T: 512 | dt: 292ms | tok/sec: 1,795,129 | mfu: 43.4% | epoch: 1 | remaining: 164s    
step 00433 (45.4%) | loss: 3.195791 | lrm: 1.00 | T: 512 | dt: 297ms | tok/sec: 1,765,190 | mfu: 42.6% | epoch: 1 | remaining: 163s    
step 00434 (45.5%) | loss: 3.199455 | lrm: 1.00 | T: 512 | dt: 345ms | tok/sec: 1,518,293 | mfu: 36.7% | epoch: 1 | remaining: 163s    
step 00435 (45.6%) | loss: 3.195636 | lrm: 1.00 | T: 512 | dt: 290ms | tok/sec: 1,806,388 | mfu: 43.6% | epoch: 1 | remaining: 163s    
step 00436 (45.7%) | loss: 3.198076 | lrm: 1.00 | T: 512 | dt: 366ms | tok/sec: 1,434,016 | mfu: 34.6% | epoch: 1 | remaining: 162s    
step 00437 (45.9%) | loss: 3.202553 | lrm: 1.00 | T: 512 | dt: 410ms | tok/sec: 1,277,694 | mfu: 30.9% | epoch: 1 | remaining: 162s    
step 00438 (46.0%) | loss: 3.202976 | lrm: 1.00 | T: 512 | dt: 361ms | tok/sec: 1,452,058 | mfu: 35.1% | epoch: 1 | remaining: 162s    
step 00439 (46.1%) | loss: 3.204209 | lrm: 1.00 | T: 512 | dt: 331ms | tok/sec: 1,585,320 | mfu: 38.3% | epoch: 1 | remaining: 161s    
step 00440 (46.2%) | loss: 3.201537 | lrm: 1.00 | T: 512 | dt: 344ms | tok/sec: 1,523,938 | mfu: 36.8% | epoch: 1 | remaining: 161s    
step 00441 (46.3%) | loss: 3.209027 | lrm: 1.00 | T: 512 | dt: 304ms | tok/sec: 1,721,889 | mfu: 41.6% | epoch: 1 | remaining: 161s    
step 00442 (46.4%) | loss: 3.210711 | lrm: 1.00 | T: 512 | dt: 293ms | tok/sec: 1,790,363 | mfu: 43.3% | epoch: 1 | remaining: 160s    
step 00443 (46.5%) | loss: 3.205946 | lrm: 1.00 | T: 512 | dt: 313ms | tok/sec: 1,672,548 | mfu: 40.4% | epoch: 1 | remaining: 160s    
step 00444 (46.6%) | loss: 3.209451 | lrm: 1.00 | T: 512 | dt: 366ms | tok/sec: 1,432,607 | mfu: 34.6% | epoch: 1 | remaining: 160s    
step 00445 (46.8%) | loss: 3.209400 | lrm: 1.00 | T: 512 | dt: 366ms | tok/sec: 1,432,653 | mfu: 34.6% | epoch: 1 | remaining: 159s    
step 00446 (46.9%) | loss: 3.207844 | lrm: 1.00 | T: 512 | dt: 338ms | tok/sec: 1,551,446 | mfu: 37.5% | epoch: 1 | remaining: 159s    
step 00447 (47.0%) | loss: 3.200934 | lrm: 1.00 | T: 512 | dt: 306ms | tok/sec: 1,715,656 | mfu: 41.5% | epoch: 1 | remaining: 159s    
step 00448 (47.1%) | loss: 3.199670 | lrm: 1.00 | T: 512 | dt: 291ms | tok/sec: 1,803,125 | mfu: 43.6% | epoch: 1 | remaining: 158s    
step 00449 (47.2%) | loss: 3.198254 | lrm: 1.00 | T: 512 | dt: 295ms | tok/sec: 1,778,769 | mfu: 43.0% | epoch: 1 | remaining: 158s    
step 00450 (47.3%) | loss: 3.196705 | lrm: 1.00 | T: 512 | dt: 325ms | tok/sec: 1,611,310 | mfu: 38.9% | epoch: 1 | remaining: 158s    
step 00451 (47.4%) | loss: 3.194019 | lrm: 1.00 | T: 512 | dt: 393ms | tok/sec: 1,335,241 | mfu: 32.3% | epoch: 1 | remaining: 157s    
step 00452 (47.5%) | loss: 3.189966 | lrm: 1.00 | T: 512 | dt: 292ms | tok/sec: 1,798,194 | mfu: 43.4% | epoch: 1 | remaining: 157s    
step 00453 (47.6%) | loss: 3.192037 | lrm: 1.00 | T: 512 | dt: 303ms | tok/sec: 1,727,857 | mfu: 41.7% | epoch: 1 | remaining: 157s    
step 00454 (47.7%) | loss: 3.186585 | lrm: 1.00 | T: 512 | dt: 301ms | tok/sec: 1,742,177 | mfu: 42.1% | epoch: 1 | remaining: 157s    
step 00455 (47.8%) | loss: 3.188397 | lrm: 1.00 | T: 512 | dt: 347ms | tok/sec: 1,512,370 | mfu: 36.5% | epoch: 1 | remaining: 156s    
step 00456 (47.9%) | loss: 3.189681 | lrm: 1.00 | T: 512 | dt: 375ms | tok/sec: 1,397,708 | mfu: 33.8% | epoch: 1 | remaining: 156s    
step 00457 (48.1%) | loss: 3.190484 | lrm: 1.00 | T: 512 | dt: 399ms | tok/sec: 1,314,504 | mfu: 31.8% | epoch: 1 | remaining: 155s    
step 00458 (48.2%) | loss: 3.189933 | lrm: 1.00 | T: 512 | dt: 349ms | tok/sec: 1,504,248 | mfu: 36.3% | epoch: 1 | remaining: 155s    
step 00459 (48.3%) | loss: 3.189152 | lrm: 1.00 | T: 512 | dt: 326ms | tok/sec: 1,608,499 | mfu: 38.9% | epoch: 1 | remaining: 155s    
step 00460 (48.4%) | loss: 3.187089 | lrm: 1.00 | T: 512 | dt: 297ms | tok/sec: 1,766,273 | mfu: 42.7% | epoch: 1 | remaining: 154s    
step 00461 (48.5%) | loss: 3.185369 | lrm: 1.00 | T: 512 | dt: 320ms | tok/sec: 1,638,164 | mfu: 39.6% | epoch: 1 | remaining: 154s    
step 00462 (48.6%) | loss: 3.184760 | lrm: 1.00 | T: 512 | dt: 333ms | tok/sec: 1,575,089 | mfu: 38.1% | epoch: 1 | remaining: 154s    
step 00463 (48.7%) | loss: 3.184000 | lrm: 1.00 | T: 512 | dt: 335ms | tok/sec: 1,564,224 | mfu: 37.8% | epoch: 1 | remaining: 153s    
step 00464 (48.9%) | loss: 3.186560 | lrm: 1.00 | T: 512 | dt: 427ms | tok/sec: 1,227,032 | mfu: 29.6% | epoch: 1 | remaining: 153s    
step 00465 (49.0%) | loss: 3.182515 | lrm: 1.00 | T: 512 | dt: 336ms | tok/sec: 1,559,699 | mfu: 37.7% | epoch: 1 | remaining: 153s    
step 00466 (49.1%) | loss: 3.182635 | lrm: 1.00 | T: 512 | dt: 289ms | tok/sec: 1,814,020 | mfu: 43.8% | epoch: 1 | remaining: 152s    
step 00467 (49.2%) | loss: 3.178650 | lrm: 1.00 | T: 512 | dt: 298ms | tok/sec: 1,760,976 | mfu: 42.5% | epoch: 1 | remaining: 152s    
step 00468 (49.3%) | loss: 3.180269 | lrm: 1.00 | T: 512 | dt: 301ms | tok/sec: 1,742,920 | mfu: 42.1% | epoch: 1 | remaining: 152s    
step 00469 (49.4%) | loss: 3.175912 | lrm: 1.00 | T: 512 | dt: 339ms | tok/sec: 1,544,709 | mfu: 37.3% | epoch: 1 | remaining: 151s    
step 00470 (49.5%) | loss: 3.168130 | lrm: 1.00 | T: 512 | dt: 404ms | tok/sec: 1,296,331 | mfu: 31.3% | epoch: 1 | remaining: 151s    
step 00471 (49.7%) | loss: 3.166257 | lrm: 1.00 | T: 512 | dt: 335ms | tok/sec: 1,565,241 | mfu: 37.8% | epoch: 1 | remaining: 151s    
step 00472 (49.8%) | loss: 3.167807 | lrm: 1.00 | T: 512 | dt: 334ms | tok/sec: 1,571,272 | mfu: 38.0% | epoch: 1 | remaining: 150s    
step 00473 (49.9%) | loss: 3.169168 | lrm: 1.00 | T: 512 | dt: 302ms | tok/sec: 1,737,958 | mfu: 42.0% | epoch: 1 | remaining: 150s    
step 00474 (50.0%) | loss: 3.170486 | lrm: 1.00 | T: 512 | dt: 291ms | tok/sec: 1,801,389 | mfu: 43.5% | epoch: 1 | remaining: 150s    
step 00475 (50.1%) | loss: 3.172730 | lrm: 1.00 | T: 512 | dt: 327ms | tok/sec: 1,601,128 | mfu: 38.7% | epoch: 1 | remaining: 149s    
step 00476 (50.2%) | loss: 3.179713 | lrm: 1.00 | T: 512 | dt: 351ms | tok/sec: 1,493,176 | mfu: 36.1% | epoch: 1 | remaining: 149s    
step 00477 (50.3%) | loss: 3.174968 | lrm: 0.99 | T: 512 | dt: 310ms | tok/sec: 1,691,080 | mfu: 40.9% | epoch: 1 | remaining: 149s    
step 00478 (50.4%) | loss: 3.174706 | lrm: 0.99 | T: 512 | dt: 320ms | tok/sec: 1,636,735 | mfu: 39.5% | epoch: 1 | remaining: 148s    
step 00479 (50.5%) | loss: 3.171429 | lrm: 0.99 | T: 512 | dt: 386ms | tok/sec: 1,357,770 | mfu: 32.8% | epoch: 1 | remaining: 148s    
step 00480 (50.6%) | loss: 3.169923 | lrm: 0.99 | T: 512 | dt: 340ms | tok/sec: 1,540,609 | mfu: 37.2% | epoch: 1 | remaining: 148s    
step 00481 (50.8%) | loss: 3.169989 | lrm: 0.98 | T: 512 | dt: 369ms | tok/sec: 1,419,237 | mfu: 34.3% | epoch: 1 | remaining: 147s    
step 00482 (50.9%) | loss: 3.168795 | lrm: 0.98 | T: 512 | dt: 346ms | tok/sec: 1,516,061 | mfu: 36.6% | epoch: 1 | remaining: 147s    
step 00483 (51.0%) | loss: 3.170310 | lrm: 0.98 | T: 512 | dt: 299ms | tok/sec: 1,752,128 | mfu: 42.3% | epoch: 1 | remaining: 147s    
step 00484 (51.1%) | loss: 3.169526 | lrm: 0.98 | T: 512 | dt: 289ms | tok/sec: 1,814,184 | mfu: 43.8% | epoch: 1 | remaining: 146s    
step 00485 (51.2%) | loss: 3.167107 | lrm: 0.98 | T: 512 | dt: 303ms | tok/sec: 1,729,459 | mfu: 41.8% | epoch: 1 | remaining: 146s    
step 00486 (51.3%) | loss: 3.165092 | lrm: 0.97 | T: 512 | dt: 306ms | tok/sec: 1,715,534 | mfu: 41.4% | epoch: 1 | remaining: 146s    
step 00487 (51.4%) | loss: 3.162379 | lrm: 0.97 | T: 512 | dt: 298ms | tok/sec: 1,757,024 | mfu: 42.5% | epoch: 1 | remaining: 146s    
step 00488 (51.5%) | loss: 3.162118 | lrm: 0.97 | T: 512 | dt: 331ms | tok/sec: 1,581,992 | mfu: 38.2% | epoch: 1 | remaining: 145s    
step 00489 (51.6%) | loss: 3.160400 | lrm: 0.97 | T: 512 | dt: 321ms | tok/sec: 1,633,949 | mfu: 39.5% | epoch: 1 | remaining: 145s    
step 00490 (51.7%) | loss: 3.160402 | lrm: 0.97 | T: 512 | dt: 289ms | tok/sec: 1,814,911 | mfu: 43.9% | epoch: 1 | remaining: 145s    
step 00491 (51.8%) | loss: 3.157763 | lrm: 0.96 | T: 512 | dt: 324ms | tok/sec: 1,618,038 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 00492 (51.9%) | loss: 3.165167 | lrm: 0.96 | T: 512 | dt: 313ms | tok/sec: 1,674,047 | mfu: 40.4% | epoch: 1 | remaining: 144s    
step 00493 (52.0%) | loss: 3.169748 | lrm: 0.96 | T: 512 | dt: 333ms | tok/sec: 1,575,090 | mfu: 38.1% | epoch: 1 | remaining: 144s    
step 00494 (52.1%) | loss: 3.170918 | lrm: 0.96 | T: 512 | dt: 316ms | tok/sec: 1,658,772 | mfu: 40.1% | epoch: 1 | remaining: 143s    
step 00495 (52.2%) | loss: 3.168542 | lrm: 0.96 | T: 512 | dt: 329ms | tok/sec: 1,593,527 | mfu: 38.5% | epoch: 1 | remaining: 143s    
step 00496 (52.3%) | loss: 3.167274 | lrm: 0.95 | T: 512 | dt: 290ms | tok/sec: 1,804,923 | mfu: 43.6% | epoch: 1 | remaining: 143s    
step 00497 (52.4%) | loss: 3.166627 | lrm: 0.95 | T: 512 | dt: 319ms | tok/sec: 1,642,035 | mfu: 39.7% | epoch: 1 | remaining: 142s    
step 00498 (52.5%) | loss: 3.164400 | lrm: 0.95 | T: 512 | dt: 316ms | tok/sec: 1,661,458 | mfu: 40.1% | epoch: 1 | remaining: 142s    
step 00499 (52.7%) | loss: 3.167165 | lrm: 0.95 | T: 512 | dt: 372ms | tok/sec: 1,410,161 | mfu: 34.1% | epoch: 1 | remaining: 142s    
step 00500 (52.8%) | loss: 3.171546 | lrm: 0.94 | T: 512 | dt: 325ms | tok/sec: 1,614,546 | mfu: 39.0% | epoch: 1 | remaining: 141s    
step 00501 (52.9%) | loss: 3.166068 | lrm: 0.94 | T: 512 | dt: 289ms | tok/sec: 1,813,208 | mfu: 43.8% | epoch: 1 | remaining: 141s    
step 00502 (53.0%) | loss: 3.163595 | lrm: 0.94 | T: 512 | dt: 298ms | tok/sec: 1,760,945 | mfu: 42.5% | epoch: 1 | remaining: 141s    
step 00503 (53.1%) | loss: 3.165268 | lrm: 0.94 | T: 512 | dt: 297ms | tok/sec: 1,764,090 | mfu: 42.6% | epoch: 1 | remaining: 140s    
step 00504 (53.2%) | loss: 3.162699 | lrm: 0.94 | T: 512 | dt: 293ms | tok/sec: 1,787,643 | mfu: 43.2% | epoch: 1 | remaining: 140s    
step 00505 (53.3%) | loss: 3.159972 | lrm: 0.93 | T: 512 | dt: 294ms | tok/sec: 1,785,847 | mfu: 43.1% | epoch: 1 | remaining: 140s    
step 00506 (53.4%) | loss: 3.159133 | lrm: 0.93 | T: 512 | dt: 310ms | tok/sec: 1,692,157 | mfu: 40.9% | epoch: 1 | remaining: 140s    
step 00507 (53.5%) | loss: 3.160709 | lrm: 0.93 | T: 512 | dt: 307ms | tok/sec: 1,709,124 | mfu: 41.3% | epoch: 1 | remaining: 139s    
step 00508 (53.6%) | loss: 3.160536 | lrm: 0.93 | T: 512 | dt: 294ms | tok/sec: 1,783,935 | mfu: 43.1% | epoch: 1 | remaining: 139s    
step 00509 (53.7%) | loss: 3.156193 | lrm: 0.93 | T: 512 | dt: 313ms | tok/sec: 1,677,116 | mfu: 40.5% | epoch: 1 | remaining: 139s    
step 00510 (53.8%) | loss: 3.155841 | lrm: 0.92 | T: 512 | dt: 296ms | tok/sec: 1,769,461 | mfu: 42.8% | epoch: 1 | remaining: 138s    
step 00511 (53.9%) | loss: 3.151106 | lrm: 0.92 | T: 512 | dt: 305ms | tok/sec: 1,721,277 | mfu: 41.6% | epoch: 1 | remaining: 138s    
step 00512 (54.0%) | loss: 3.154415 | lrm: 0.92 | T: 512 | dt: 409ms | tok/sec: 1,281,452 | mfu: 31.0% | epoch: 1 | remaining: 138s    
step 00513 (54.1%) | loss: 3.149243 | lrm: 0.92 | T: 512 | dt: 392ms | tok/sec: 1,338,338 | mfu: 32.3% | epoch: 1 | remaining: 137s    
step 00514 (54.3%) | loss: 3.145043 | lrm: 0.91 | T: 512 | dt: 306ms | tok/sec: 1,713,796 | mfu: 41.4% | epoch: 1 | remaining: 137s    
step 00515 (54.4%) | loss: 3.145077 | lrm: 0.91 | T: 512 | dt: 322ms | tok/sec: 1,626,181 | mfu: 39.3% | epoch: 1 | remaining: 137s    
step 00516 (54.5%) | loss: 3.147690 | lrm: 0.91 | T: 512 | dt: 291ms | tok/sec: 1,801,783 | mfu: 43.5% | epoch: 1 | remaining: 136s    
step 00517 (54.6%) | loss: 3.151077 | lrm: 0.91 | T: 512 | dt: 332ms | tok/sec: 1,578,221 | mfu: 38.1% | epoch: 1 | remaining: 136s    
step 00518 (54.7%) | loss: 3.150351 | lrm: 0.91 | T: 512 | dt: 306ms | tok/sec: 1,715,673 | mfu: 41.5% | epoch: 1 | remaining: 136s    
step 00519 (54.8%) | loss: 3.148225 | lrm: 0.90 | T: 512 | dt: 365ms | tok/sec: 1,435,759 | mfu: 34.7% | epoch: 1 | remaining: 135s    
step 00520 (54.9%) | loss: 3.149391 | lrm: 0.90 | T: 512 | dt: 348ms | tok/sec: 1,504,836 | mfu: 36.4% | epoch: 1 | remaining: 135s    
step 00521 (55.0%) | loss: 3.147730 | lrm: 0.90 | T: 512 | dt: 367ms | tok/sec: 1,427,021 | mfu: 34.5% | epoch: 1 | remaining: 135s    
step 00522 (55.1%) | loss: 3.145694 | lrm: 0.90 | T: 512 | dt: 393ms | tok/sec: 1,334,416 | mfu: 32.2% | epoch: 1 | remaining: 134s    
step 00523 (55.3%) | loss: 3.146641 | lrm: 0.89 | T: 512 | dt: 288ms | tok/sec: 1,819,189 | mfu: 44.0% | epoch: 1 | remaining: 134s    
step 00524 (55.4%) | loss: 3.147048 | lrm: 0.89 | T: 512 | dt: 310ms | tok/sec: 1,689,457 | mfu: 40.8% | epoch: 1 | remaining: 134s    
step 00525 (55.5%) | loss: 3.144442 | lrm: 0.89 | T: 512 | dt: 333ms | tok/sec: 1,575,548 | mfu: 38.1% | epoch: 1 | remaining: 133s    
step 00526 (55.6%) | loss: 3.141832 | lrm: 0.89 | T: 512 | dt: 306ms | tok/sec: 1,710,788 | mfu: 41.3% | epoch: 1 | remaining: 133s    
step 00527 (55.7%) | loss: 3.139213 | lrm: 0.89 | T: 512 | dt: 294ms | tok/sec: 1,783,472 | mfu: 43.1% | epoch: 1 | remaining: 133s    
step 00528 (55.8%) | loss: 3.136126 | lrm: 0.88 | T: 512 | dt: 319ms | tok/sec: 1,644,396 | mfu: 39.7% | epoch: 1 | remaining: 132s    
step 00529 (55.9%) | loss: 3.134838 | lrm: 0.88 | T: 512 | dt: 324ms | tok/sec: 1,619,910 | mfu: 39.1% | epoch: 1 | remaining: 132s    
step 00530 (56.0%) | loss: 3.134564 | lrm: 0.88 | T: 512 | dt: 289ms | tok/sec: 1,814,146 | mfu: 43.8% | epoch: 1 | remaining: 132s    
step 00531 (56.1%) | loss: 3.129491 | lrm: 0.88 | T: 512 | dt: 295ms | tok/sec: 1,777,096 | mfu: 42.9% | epoch: 1 | remaining: 131s    
step 00532 (56.2%) | loss: 3.126049 | lrm: 0.88 | T: 512 | dt: 301ms | tok/sec: 1,742,721 | mfu: 42.1% | epoch: 1 | remaining: 131s    
step 00533 (56.3%) | loss: 3.129935 | lrm: 0.87 | T: 512 | dt: 313ms | tok/sec: 1,676,496 | mfu: 40.5% | epoch: 1 | remaining: 131s    
step 00534 (56.4%) | loss: 3.125468 | lrm: 0.87 | T: 512 | dt: 324ms | tok/sec: 1,620,424 | mfu: 39.2% | epoch: 1 | remaining: 131s    
step 00535 (56.5%) | loss: 3.124833 | lrm: 0.87 | T: 512 | dt: 298ms | tok/sec: 1,757,468 | mfu: 42.5% | epoch: 1 | remaining: 130s    
step 00536 (56.6%) | loss: 3.119423 | lrm: 0.87 | T: 512 | dt: 333ms | tok/sec: 1,572,359 | mfu: 38.0% | epoch: 1 | remaining: 130s    
step 00537 (56.7%) | loss: 3.118203 | lrm: 0.87 | T: 512 | dt: 329ms | tok/sec: 1,591,789 | mfu: 38.5% | epoch: 1 | remaining: 130s    
step 00538 (56.8%) | loss: 3.123111 | lrm: 0.86 | T: 512 | dt: 322ms | tok/sec: 1,629,258 | mfu: 39.4% | epoch: 1 | remaining: 129s    
step 00539 (56.9%) | loss: 3.118478 | lrm: 0.86 | T: 512 | dt: 463ms | tok/sec: 1,131,569 | mfu: 27.3% | epoch: 1 | remaining: 129s    
step 00540 (57.1%) | loss: 3.119103 | lrm: 0.86 | T: 512 | dt: 295ms | tok/sec: 1,779,627 | mfu: 43.0% | epoch: 1 | remaining: 128s    
step 00541 (57.2%) | loss: 3.118184 | lrm: 0.86 | T: 512 | dt: 310ms | tok/sec: 1,691,555 | mfu: 40.9% | epoch: 1 | remaining: 128s    
step 00542 (57.3%) | loss: 3.115547 | lrm: 0.85 | T: 512 | dt: 392ms | tok/sec: 1,335,893 | mfu: 32.3% | epoch: 1 | remaining: 128s    
step 00543 (57.4%) | loss: 3.112232 | lrm: 0.85 | T: 512 | dt: 442ms | tok/sec: 1,186,030 | mfu: 28.7% | epoch: 1 | remaining: 127s    
step 00544 (57.6%) | loss: 3.110893 | lrm: 0.85 | T: 512 | dt: 422ms | tok/sec: 1,241,289 | mfu: 30.0% | epoch: 1 | remaining: 127s    
step 00545 (57.7%) | loss: 3.109546 | lrm: 0.85 | T: 512 | dt: 311ms | tok/sec: 1,685,831 | mfu: 40.7% | epoch: 1 | remaining: 127s    
step 00546 (57.8%) | loss: 3.109793 | lrm: 0.84 | T: 512 | dt: 359ms | tok/sec: 1,462,149 | mfu: 35.3% | epoch: 1 | remaining: 126s    
step 00547 (57.9%) | loss: 3.113812 | lrm: 0.84 | T: 512 | dt: 298ms | tok/sec: 1,756,691 | mfu: 42.4% | epoch: 1 | remaining: 126s    
step 00548 (58.0%) | loss: 3.116969 | lrm: 0.84 | T: 512 | dt: 305ms | tok/sec: 1,718,767 | mfu: 41.5% | epoch: 1 | remaining: 126s    
step 00549 (58.1%) | loss: 3.108433 | lrm: 0.84 | T: 512 | dt: 398ms | tok/sec: 1,318,183 | mfu: 31.8% | epoch: 1 | remaining: 125s    
step 00550 (58.3%) | loss: 3.107823 | lrm: 0.83 | T: 512 | dt: 423ms | tok/sec: 1,239,525 | mfu: 29.9% | epoch: 1 | remaining: 125s    
step 00551 (58.4%) | loss: 3.106763 | lrm: 0.83 | T: 512 | dt: 331ms | tok/sec: 1,582,963 | mfu: 38.2% | epoch: 1 | remaining: 124s    
step 00552 (58.5%) | loss: 3.103681 | lrm: 0.83 | T: 512 | dt: 419ms | tok/sec: 1,250,763 | mfu: 30.2% | epoch: 1 | remaining: 124s    
step 00553 (58.6%) | loss: 3.107741 | lrm: 0.83 | T: 512 | dt: 307ms | tok/sec: 1,709,442 | mfu: 41.3% | epoch: 1 | remaining: 124s    
step 00554 (58.7%) | loss: 3.111816 | lrm: 0.83 | T: 512 | dt: 322ms | tok/sec: 1,628,932 | mfu: 39.4% | epoch: 1 | remaining: 123s    
step 00555 (58.9%) | loss: 3.110033 | lrm: 0.82 | T: 512 | dt: 293ms | tok/sec: 1,791,651 | mfu: 43.3% | epoch: 1 | remaining: 123s    
step 00556 (59.0%) | loss: 3.109721 | lrm: 0.82 | T: 512 | dt: 347ms | tok/sec: 1,508,890 | mfu: 36.5% | epoch: 1 | remaining: 123s    
step 00557 (59.1%) | loss: 3.105236 | lrm: 0.82 | T: 512 | dt: 337ms | tok/sec: 1,553,812 | mfu: 37.5% | epoch: 1 | remaining: 122s    
step 00558 (59.2%) | loss: 3.101194 | lrm: 0.82 | T: 512 | dt: 322ms | tok/sec: 1,629,878 | mfu: 39.4% | epoch: 1 | remaining: 122s    
step 00559 (59.3%) | loss: 3.103456 | lrm: 0.81 | T: 512 | dt: 337ms | tok/sec: 1,553,747 | mfu: 37.5% | epoch: 1 | remaining: 122s    
step 00560 (59.4%) | loss: 3.100574 | lrm: 0.81 | T: 512 | dt: 290ms | tok/sec: 1,805,743 | mfu: 43.6% | epoch: 1 | remaining: 122s    
step 00561 (59.5%) | loss: 3.105747 | lrm: 0.81 | T: 512 | dt: 291ms | tok/sec: 1,803,459 | mfu: 43.6% | epoch: 1 | remaining: 121s    
step 00562 (59.6%) | loss: 3.103538 | lrm: 0.81 | T: 512 | dt: 297ms | tok/sec: 1,766,970 | mfu: 42.7% | epoch: 1 | remaining: 121s    
step 00563 (59.7%) | loss: 3.103888 | lrm: 0.81 | T: 512 | dt: 300ms | tok/sec: 1,749,896 | mfu: 42.3% | epoch: 1 | remaining: 121s    
step 00564 (59.8%) | loss: 3.110026 | lrm: 0.80 | T: 512 | dt: 291ms | tok/sec: 1,801,001 | mfu: 43.5% | epoch: 1 | remaining: 120s    
step 00565 (59.9%) | loss: 3.109132 | lrm: 0.80 | T: 512 | dt: 293ms | tok/sec: 1,789,467 | mfu: 43.2% | epoch: 1 | remaining: 120s    
step 00566 (60.0%) | loss: 3.109804 | lrm: 0.80 | T: 512 | dt: 301ms | tok/sec: 1,738,986 | mfu: 42.0% | epoch: 1 | remaining: 120s    
step 00567 (60.1%) | loss: 3.105826 | lrm: 0.80 | T: 1024 | dt: 321ms | tok/sec: 1,631,326 | mfu: 39.4% | epoch: 1 | remaining: 119s    
step 00568 (60.2%) | loss: 3.102967 | lrm: 0.80 | T: 1024 | dt: 299ms | tok/sec: 1,751,878 | mfu: 42.3% | epoch: 1 | remaining: 119s    
step 00569 (60.3%) | loss: 3.098618 | lrm: 0.79 | T: 1024 | dt: 306ms | tok/sec: 1,714,484 | mfu: 41.4% | epoch: 1 | remaining: 119s    
